datetime,holiday,workingday,temp,humidity,windspeed,season,weather,Calls
4/10/2014 01:00,0,0,15.58,87,5.9981,2,2,2
4/10/2014 02:00,0,0,15.58,87,2.57,2,2,2
4/10/2014 03:00,0,0,15.58,87,5.9981,2,2,1
4/10/2014 04:00,0,0,14.76,93,4.0015,2,2,1
4/10/2014 05:00,0,0,14.76,93,2.57,2,2,1
4/10/2014 06:00,0,0,14.76,93,2.57,2,2,1
4/10/2014 07:00,0,0,14.76,100,2.57,2,2,1
4/10/2014 08:00,0,0,15.58,94,2.57,2,2,3
4/10/2014 09:00,0,0,15.58,94,5.9981,2,2,5
4/10/2014 10:00,0,0,16.4,87,0,2,2,3
4/10/2014 11:00,0,0,16.4,87,5.9981,2,2,11
4/10/2014 12:00,0,0,17.22,88,5.9981,2,2,12
4/10/2014 13:00,0,0,18.86,82,4.0015,2,1,12
4/10/2014 14:00,0,0,20.5,72,9.998,2,1,17
4/10/2014 15:00,0,0,20.5,77,13.0013,2,1,17
4/10/2014 16:00,0,0,21.32,72,7.0014,2,2,16
4/10/2014 17:00,0,0,21.32,72,9.998,2,2,14
4/10/2014 18:00,0,0,20.5,77,9.998,2,1,14
4/10/2014 19:00,0,0,20.5,77,9.998,2,1,8
4/10/2014 20:00,0,0,18.86,82,5.9981,2,1,5
4/10/2014 21:00,0,0,18.04,88,9.998,2,1,6
4/10/2014 22:00,0,0,18.04,94,16.9979,2,1,4
4/10/2014 23:00,0,0,18.86,88,23.9994,2,1,15
4/11/2014 00:00,0,1,19.68,88,22.0028,2,1,2
4/11/2014 01:00,0,1,18.86,94,19.0012,2,1,1
4/11/2014 02:00,0,1,18.86,94,19.0012,2,1,1
4/11/2014 04:00,0,1,18.86,94,9.998,2,1,1
4/11/2014 05:00,0,1,18.86,94,9.998,2,1,2
4/11/2014 06:00,0,1,18.86,100,13.0013,2,2,4
4/11/2014 07:00,0,1,20.5,88,13.0013,2,2,11
4/11/2014 08:00,0,1,21.32,88,19.0012,2,2,19
4/11/2014 09:00,0,1,22.96,83,19.0012,2,2,11
4/11/2014 10:00,0,1,22.96,83,20,2,2,6
4/11/2014 11:00,0,1,24.6,73,20,2,2,7
4/11/2014 12:00,0,1,24.6,73,22.0028,2,2,9
4/11/2014 13:00,0,1,26.24,69,27.9993,2,2,9
4/11/2014 14:00,0,1,29.52,54,23.9994,2,2,15
4/11/2014 15:00,0,1,30.34,48,35.0008,2,1,11
4/11/2014 16:00,0,1,30.34,48,35.0008,2,1,17
4/11/2014 17:00,0,1,30.34,48,35.0008,2,1,32
4/11/2014 18:00,0,1,29.52,51,26.0027,2,1,23
4/11/2014 19:00,0,1,29.52,51,30.0026,2,1,19
4/11/2014 20:00,0,1,27.88,57,35.0008,2,1,12
4/11/2014 21:00,0,1,27.06,61,16.9979,2,1,10
4/11/2014 22:00,0,1,26.24,50,19.0012,2,2,6
4/11/2014 23:00,0,1,23.78,60,0,2,3,2
4/12/2014 00:00,0,1,25.42,50,4.0015,2,2,2
4/12/2014 01:00,0,1,25.42,50,2.57,2,2,1
4/12/2014 02:00,0,1,24.6,53,5.9981,2,2,1
4/12/2014 03:00,0,1,23.78,56,5.9981,2,2,1
4/12/2014 04:00,0,1,22.96,64,5.9981,2,2,1
4/12/2014 05:00,0,1,22.14,68,5.9981,2,2,1
4/12/2014 06:00,0,1,22.14,68,19.0012,2,2,4
4/12/2014 07:00,0,1,22.14,68,13.0013,2,2,11
4/12/2014 08:00,0,1,19.68,88,26.0027,2,3,14
4/12/2014 09:00,0,1,18.86,94,32.9975,2,3,4
4/12/2014 10:00,0,1,20.5,82,27.9993,2,3,3
4/12/2014 11:00,0,1,21.32,77,23.9994,2,1,15
4/12/2014 12:00,0,1,22.96,64,31.0009,2,2,7
4/12/2014 13:00,0,1,22.14,68,19.0012,2,3,7
4/12/2014 14:00,0,1,20.5,82,19.0012,2,2,3
4/12/2014 15:00,0,1,19.68,77,35.0008,2,2,6
4/12/2014 16:00,0,1,19.68,77,26.0027,2,2,6
4/12/2014 17:00,0,1,18.04,77,13.0013,2,3,17
4/12/2014 18:00,0,1,18.04,77,13.0013,2,3,13
4/12/2014 19:00,0,1,17.22,82,19.0012,2,2,8
4/12/2014 20:00,0,1,17.22,82,19.0012,2,2,7
4/12/2014 21:00,0,1,17.22,82,9.998,2,2,6
4/12/2014 22:00,0,1,16.4,94,20,2,2,4
4/12/2014 23:00,0,1,16.4,94,16.9979,2,2,3
4/13/2014 00:00,0,1,16.4,100,20,2,2,2
4/13/2014 01:00,0,1,16.4,100,20,2,2,1
4/13/2014 02:00,0,1,16.4,100,20,2,3,1
4/13/2014 03:00,0,1,16.4,94,22.0028,2,3,1
4/13/2014 04:00,0,1,16.4,94,22.0028,2,3,1
4/13/2014 05:00,0,1,15.58,94,16.9979,2,3,1
4/13/2014 06:00,0,1,15.58,94,13.0013,2,3,3
4/13/2014 07:00,0,1,14.76,100,13.0013,2,3,4
4/13/2014 08:00,0,1,15.58,94,9.998,2,3,10
4/13/2014 09:00,0,1,15.58,94,13.0013,2,2,4
4/13/2014 10:00,0,1,16.4,87,9.998,2,2,3
4/13/2014 11:00,0,1,17.22,82,9.998,2,2,4
4/13/2014 12:00,0,1,17.22,82,16.9979,2,3,6
4/13/2014 13:00,0,1,18.04,77,9.998,2,2,4
4/13/2014 14:00,0,1,17.22,77,16.9979,2,2,7
4/13/2014 15:00,0,1,18.04,72,19.0012,2,2,6
4/13/2014 16:00,0,1,18.86,67,19.0012,2,1,9
4/13/2014 17:00,0,1,18.86,67,20,2,1,19
4/13/2014 18:00,0,1,18.04,62,26.0027,2,1,20
4/13/2014 19:00,0,1,18.04,62,16.9979,2,1,11
4/13/2014 20:00,0,1,18.04,62,16.9979,2,1,8
4/13/2014 21:00,0,1,17.22,67,7.0014,2,1,7
4/13/2014 22:00,0,1,17.22,67,9.998,2,1,6
4/13/2014 23:00,0,1,16.4,71,5.9981,2,1,4
4/14/2014 00:00,0,1,15.58,76,5.9981,2,1,2
4/14/2014 01:00,0,1,15.58,76,13.0013,2,1,1
4/14/2014 02:00,0,1,14.76,76,5.9981,2,1,1
4/14/2014 03:00,0,1,13.94,81,5.9981,2,1,1
4/14/2014 04:00,0,1,13.94,76,0,2,1,1
4/14/2014 05:00,0,1,13.94,76,2.57,2,1,1
4/14/2014 06:00,0,1,13.94,76,4.0015,2,1,4
4/14/2014 07:00,0,1,15.58,66,0,2,1,4
4/14/2014 08:00,0,1,17.22,58,7.0014,2,1,18
4/14/2014 09:00,0,1,18.86,51,5.9981,2,1,9
4/14/2014 10:00,0,1,20.5,51,9.998,2,1,6
4/14/2014 11:00,0,1,21.32,45,7.0014,2,1,7
4/14/2014 12:00,0,1,22.14,42,5.9981,2,1,8
4/14/2014 13:00,0,1,22.96,37,13.0013,2,1,9
4/14/2014 14:00,0,1,22.96,35,2.57,2,1,6
4/14/2014 15:00,0,1,24.6,31,2.57,2,1,6
4/14/2014 16:00,0,1,24.6,26,4.0015,2,1,10
4/14/2014 17:00,0,1,24.6,28,0,2,1,8
4/14/2014 18:00,0,1,22.96,30,0,2,1,7
4/14/2014 19:00,0,1,22.14,32,0,2,1,6
4/14/2014 20:00,0,1,20.5,51,9.998,2,1,10
4/14/2014 21:00,0,1,18.86,63,5.9981,2,1,8
4/14/2014 22:00,0,1,19.68,55,4.0015,2,1,5
4/14/2014 23:00,0,1,18.86,59,4.0015,2,1,3
4/15/2014 00:00,1,0,18.04,67,0,2,1,1
4/15/2014 01:00,1,0,18.04,62,0,2,1,1
4/15/2014 02:00,1,0,16.4,76,0,2,1,1
4/15/2014 03:00,1,0,16.4,76,0,2,1,1
4/15/2014 04:00,1,0,15.58,82,2.57,2,1,1
4/15/2014 05:00,1,0,14.76,81,4.0015,2,1,1
4/15/2014 06:00,1,0,14.76,81,2.57,2,1,2
4/15/2014 07:00,1,0,16.4,71,7.0014,2,1,8
4/15/2014 08:00,1,0,18.04,62,20,2,1,18
4/15/2014 09:00,1,0,20.5,55,9.998,2,1,11
4/15/2014 10:00,1,0,20.5,55,9.998,2,1,8
4/15/2014 11:00,1,0,21.32,55,9.998,2,1,8
4/15/2014 12:00,1,0,21.32,55,19.0012,2,1,12
4/15/2014 13:00,1,0,22.14,52,16.9979,2,1,11
4/15/2014 14:00,1,0,22.14,52,16.9979,2,1,10
4/15/2014 15:00,1,0,22.14,52,30.0026,2,1,11
4/15/2014 16:00,1,0,21.32,55,32.9975,2,1,17
4/15/2014 17:00,1,0,20.5,63,26.0027,2,2,20
4/15/2014 18:00,1,0,18.86,67,26.0027,2,2,16
4/15/2014 19:00,1,0,17.22,77,26.0027,2,1,13
4/15/2014 20:00,1,0,16.4,76,22.0028,2,2,8
4/15/2014 21:00,1,0,16.4,76,20,2,2,7
4/15/2014 22:00,1,0,15.58,82,26.0027,2,2,5
4/15/2014 23:00,1,0,14.76,81,9.998,2,2,4
4/16/2014 00:00,0,0,14.76,81,13.0013,2,2,3
4/16/2014 01:00,0,0,14.76,87,19.0012,2,2,3
4/16/2014 02:00,0,0,14.76,87,5.9981,2,2,2
4/16/2014 03:00,0,0,14.76,87,7.0014,2,2,2
4/16/2014 04:00,0,0,14.76,87,13.0013,2,2,1
4/16/2014 05:00,0,0,15.58,87,19.0012,2,2,1
4/16/2014 06:00,0,0,16.4,82,22.0028,2,3,1
4/16/2014 07:00,0,0,16.4,82,27.9993,2,2,2
4/16/2014 08:00,0,0,16.4,87,23.9994,2,3,15
4/16/2014 09:00,0,0,16.4,100,20,2,3,2
4/16/2014 10:00,0,0,17.22,94,26.0027,2,3,2
4/16/2014 11:00,0,0,17.22,94,30.0026,2,3,3
4/16/2014 12:00,0,0,18.86,88,39.0007,2,2,4
4/16/2014 13:00,0,0,18.86,94,35.0008,2,3,5
4/16/2014 14:00,0,0,21.32,83,39.0007,2,3,7
4/16/2014 15:00,0,0,21.32,83,39.0007,2,3,8
4/16/2014 16:00,0,0,20.5,88,31.0009,2,3,3
4/16/2014 17:00,0,0,20.5,88,39.0007,2,3,2
4/16/2014 18:00,0,0,20.5,94,26.0027,2,2,3
4/16/2014 19:00,0,0,21.32,94,27.9993,2,2,5
4/16/2014 20:00,0,0,18.04,94,13.0013,2,3,4
4/16/2014 21:00,0,0,18.04,94,0,2,2,1
4/16/2014 22:00,0,0,17.22,100,0,2,3,1
4/16/2014 23:00,0,0,18.04,77,19.0012,2,2,3
4/17/2014 00:00,0,0,18.04,77,19.0012,2,2,3
4/17/2014 01:00,0,0,17.22,67,13.0013,2,1,3
4/17/2014 02:00,0,0,16.4,62,9.998,2,1,2
4/17/2014 03:00,0,0,16.4,66,5.9981,2,1,2
4/17/2014 04:00,0,0,14.76,76,4.0015,2,1,1
4/17/2014 05:00,0,0,14.76,71,7.0014,2,1,1
4/17/2014 06:00,0,0,14.76,66,30.0026,2,1,1
4/17/2014 07:00,0,0,14.76,50,23.9994,2,1,15
4/17/2014 08:00,0,0,15.58,46,26.0027,2,1,3
4/17/2014 09:00,0,0,16.4,43,19.0012,2,1,7
4/17/2014 10:00,0,0,17.22,44,30.0026,2,1,14
4/17/2014 11:00,0,0,18.86,41,27.9993,2,1,20
4/17/2014 12:00,0,0,18.86,38,26.0027,2,1,21
4/17/2014 13:00,0,0,20.5,34,26.0027,2,1,21
4/17/2014 14:00,0,0,21.32,34,26.0027,2,1,22
4/17/2014 15:00,0,0,22.14,32,35.0008,2,1,27
4/17/2014 16:00,0,0,22.14,30,23.9994,2,1,15
4/17/2014 17:00,0,0,22.96,30,30.0026,2,1,20
4/17/2014 18:00,0,0,22.96,30,26.0027,2,1,17
4/17/2014 19:00,0,0,22.96,30,20,2,1,13
4/17/2014 20:00,0,0,21.32,36,9.998,2,1,9
4/17/2014 21:00,0,0,20.5,42,9.998,2,1,6
4/17/2014 22:00,0,0,20.5,39,4.0015,2,1,4
4/17/2014 23:00,0,0,18.04,67,7.0014,2,1,4
4/18/2014 00:00,0,1,18.86,47,2.57,2,1,2
4/18/2014 01:00,0,1,18.86,47,5.9981,2,1,1
4/18/2014 02:00,0,1,17.22,67,4.0015,2,1,1
4/18/2014 03:00,0,1,17.22,62,4.0015,2,1,1
4/18/2014 04:00,0,1,16.4,87,7.0014,2,1,1
4/18/2014 05:00,0,1,16.4,76,2.57,2,1,1
4/18/2014 06:00,0,1,16.4,82,0,2,1,2
4/18/2014 07:00,0,1,18.86,63,0,2,1,4
4/18/2014 08:00,0,1,18.86,63,0,2,1,6
4/18/2014 09:00,0,1,20.5,55,4.0015,2,2,8
4/18/2014 10:00,0,1,21.32,55,4.0015,2,2,5
4/18/2014 11:00,0,1,22.14,52,2.57,2,2,6
4/18/2014 12:00,0,1,22.96,49,2.57,2,2,8
4/18/2014 13:00,0,1,22.96,49,7.0014,2,2,9
4/18/2014 14:00,0,1,23.78,49,9.998,2,2,9
4/18/2014 15:00,0,1,24.6,43,9.998,2,2,11
4/18/2014 16:00,0,1,24.6,46,19.0012,2,1,13
4/18/2014 17:00,0,1,23.78,49,19.0012,2,1,26
4/18/2014 18:00,0,1,26.24,31,23.9994,2,1,15
4/18/2014 19:00,0,1,22.96,46,16.9979,2,1,17
4/18/2014 20:00,0,1,24.6,33,20,2,1,11
4/18/2014 21:00,0,1,22.96,37,19.0012,2,1,10
4/18/2014 22:00,0,1,21.32,55,19.0012,2,1,6
4/18/2014 23:00,0,1,20.5,59,16.9979,2,1,3
4/19/2014 00:00,0,1,20.5,55,13.0013,2,1,2
4/19/2014 01:00,0,1,18.86,63,13.0013,2,1,1
4/19/2014 02:00,0,1,18.86,67,19.0012,2,1,2
4/19/2014 03:00,0,1,19.68,63,13.0013,2,1,1
4/19/2014 04:00,0,1,18.86,67,2.57,2,1,1
4/19/2014 05:00,0,1,18.86,72,9.998,2,2,2
4/19/2014 06:00,0,1,19.68,67,0,2,2,2
4/19/2014 07:00,0,1,21.32,55,0,2,2,4
4/19/2014 08:00,0,1,20.5,68,5.9981,2,2,18
4/19/2014 09:00,0,1,21.32,63,2.57,2,3,7
4/19/2014 10:00,0,1,20.5,72,13.0013,2,2,5
4/19/2014 11:00,0,1,22.14,68,7.0014,2,2,5
4/19/2014 12:00,0,1,22.14,64,2.57,2,2,5
4/19/2014 13:00,0,1,22.14,68,13.0013,2,2,8
4/19/2014 14:00,0,1,22.14,64,9.998,2,2,7
4/19/2014 15:00,0,1,22.14,65,7.0014,2,2,7
4/19/2014 16:00,0,1,22.96,52,20,2,1,12
4/19/2014 17:00,0,1,22.96,60,4.0015,2,1,19
4/19/2014 18:00,0,1,22.14,64,5.9981,2,2,22
4/19/2014 19:00,0,1,20.5,72,9.998,2,2,16
4/19/2014 20:00,0,1,20.5,72,13.0013,2,2,10
4/19/2014 21:00,0,1,20.5,72,5.9981,2,2,7
4/19/2014 22:00,0,1,19.68,77,2.57,2,1,5
4/19/2014 23:00,0,1,18.86,88,2.57,2,1,3
4/20/2014 00:00,0,0,20.5,39,16.9979,2,1,4
4/20/2014 01:00,0,1,19.68,39,19.0012,2,1,3
4/20/2014 02:00,0,1,18.86,41,5.9981,2,1,1
4/20/2014 03:00,0,1,18.86,31,9.998,2,1,1
4/20/2014 04:00,0,1,18.04,30,7.0014,2,1,1
4/20/2014 05:00,0,1,18.04,24,9.998,2,1,1
4/20/2014 06:00,0,1,18.04,24,9.998,2,1,3
4/20/2014 07:00,0,1,17.22,26,13.0013,2,1,7
4/20/2014 08:00,0,1,17.22,28,9.998,2,1,20
4/20/2014 09:00,0,1,18.04,30,9.998,2,1,35
4/20/2014 10:00,0,1,18.86,31,23.9994,2,1,15
4/20/2014 11:00,0,1,20.5,27,32.9975,2,1,12
4/20/2014 12:00,0,1,21.32,27,27.9993,2,1,15
4/20/2014 13:00,0,1,22.14,28,47.9988,2,1,96
4/20/2014 14:00,0,1,22.14,28,39.0007,2,1,29
4/20/2014 15:00,0,1,22.96,28,36.9974,2,1,18
4/20/2014 16:00,0,1,23.78,28,36.9974,2,1,21
4/20/2014 17:00,0,1,22.96,30,27.9993,2,1,25
4/20/2014 18:00,0,1,22.14,32,27.9993,2,1,40
4/20/2014 19:00,0,1,22.14,34,20,2,1,39
4/20/2014 20:00,0,1,21.32,34,23.9994,2,1,15
4/20/2014 21:00,0,1,20.5,36,30.0026,2,1,18
4/20/2014 22:00,0,1,19.68,41,27.9993,2,3,11
4/20/2014 23:00,0,1,18.86,41,32.9975,2,2,8
4/21/2014 00:00,0,1,18.04,44,20,2,1,5
4/21/2014 01:00,0,1,18.04,47,19.0012,2,2,2
4/21/2014 02:00,0,1,17.22,50,13.0013,2,1,1
4/21/2014 03:00,0,1,14.76,71,5.9981,2,1,1
4/21/2014 04:00,0,1,14.76,71,5.9981,2,1,1
4/21/2014 05:00,0,1,13.94,71,5.9981,2,1,1
4/21/2014 06:00,0,1,13.94,71,5.9981,2,1,2
4/21/2014 07:00,0,1,13.94,71,4.0015,2,1,5
4/21/2014 08:00,0,1,13.94,71,4.0015,2,1,18
4/21/2014 09:00,0,1,15.58,62,5.9981,2,1,35
4/21/2014 10:00,0,1,17.22,67,9.998,2,1,18
4/21/2014 11:00,0,1,18.86,47,7.0014,2,1,10
4/21/2014 12:00,0,1,20.5,36,0,2,1,5
4/21/2014 13:00,0,1,22.14,22,19.0012,2,1,16
4/21/2014 14:00,0,1,21.32,23,7.0014,2,1,16
4/21/2014 15:00,0,1,22.14,24,9.998,2,1,13
4/21/2014 16:00,0,1,22.96,21,20,2,1,13
4/21/2014 17:00,0,1,23.78,21,16.9979,2,1,22
4/21/2014 18:00,0,1,22.96,21,35.0008,2,1,51
4/21/2014 19:00,0,1,22.14,22,27.9993,2,1,45
4/21/2014 20:00,0,1,21.32,20,23.9994,2,1,15
4/21/2014 21:00,0,1,18.86,28,26.0027,2,1,17
4/21/2014 22:00,0,1,18.04,30,30.0026,2,1,14
4/21/2014 23:00,0,1,16.4,37,32.9975,2,1,9
4/22/2014 00:00,0,1,14.76,40,27.9993,2,1,5
4/22/2014 01:00,0,1,13.94,36,27.9993,2,1,2
4/22/2014 02:00,0,1,13.94,39,19.0012,2,1,2
4/22/2014 03:00,0,1,13.12,45,19.0012,2,1,1
4/22/2014 04:00,0,1,12.3,49,13.0013,2,1,1
4/22/2014 05:00,0,1,11.48,56,9.998,2,1,2
4/22/2014 06:00,0,1,11.48,56,4.0015,2,1,5
4/22/2014 07:00,0,1,11.48,52,5.9981,2,1,17
4/22/2014 08:00,0,1,12.3,49,13.0013,2,1,34
4/22/2014 09:00,0,1,13.12,49,20,2,2,19
4/22/2014 10:00,0,1,13.94,49,22.0028,2,2,10
4/22/2014 11:00,0,1,15.58,43,22.0028,2,2,11
4/22/2014 12:00,0,1,14.76,46,26.0027,2,2,12
4/22/2014 13:00,0,1,16.4,40,23.9994,2,2,15
4/22/2014 14:00,0,1,14.76,57,9.998,2,1,8
4/22/2014 15:00,0,1,15.58,46,13.0013,2,3,12
4/22/2014 16:00,0,1,18.04,33,20,2,1,19
4/22/2014 17:00,0,1,17.22,35,26.0027,2,1,34
4/22/2014 18:00,0,1,16.4,43,27.9993,2,3,37
4/22/2014 19:00,0,1,16.4,40,23.9994,2,1,15
4/22/2014 20:00,0,1,14.76,46,22.0028,2,1,15
4/22/2014 21:00,0,1,13.94,57,26.0027,2,1,10
4/22/2014 22:00,0,1,13.94,57,22.0028,2,1,9
4/22/2014 23:00,0,1,13.94,57,20,2,1,5
4/23/2014 00:00,0,1,13.12,66,19.0012,2,1,2
4/23/2014 01:00,0,1,13.12,66,13.0013,2,1,1
4/23/2014 02:00,0,1,13.12,61,19.0012,2,1,1
4/23/2014 03:00,0,1,13.12,61,16.9979,2,1,1
4/23/2014 04:00,0,1,12.3,61,13.0013,2,1,1
4/23/2014 05:00,0,1,12.3,61,13.0013,2,1,2
4/23/2014 06:00,0,1,12.3,65,16.9979,2,1,6
4/23/2014 07:00,0,1,12.3,65,22.0028,2,1,19
4/23/2014 08:00,0,1,13.12,66,22.0028,2,1,38
4/23/2014 09:00,0,1,14.76,57,23.9994,2,1,15
4/23/2014 10:00,0,1,16.4,50,20,2,1,9
4/23/2014 11:00,0,1,17.22,47,20,2,1,14
4/23/2014 12:00,0,1,18.86,41,30.0026,2,1,17
4/23/2014 13:00,0,1,19.68,36,30.0026,2,1,14
4/23/2014 14:00,0,1,20.5,31,22.0028,2,1,14
4/23/2014 15:00,0,1,19.68,31,16.9979,2,1,13
4/23/2014 16:00,0,1,19.68,31,19.0012,2,1,22
4/23/2014 17:00,0,1,20.5,27,26.0027,2,1,39
4/23/2014 18:00,0,1,20.5,27,26.0027,2,1,36
4/23/2014 19:00,0,1,18.86,31,20,2,1,27
4/23/2014 20:00,0,1,18.04,33,16.9979,2,1,17
4/23/2014 21:00,0,1,17.22,35,5.9981,2,1,10
4/23/2014 22:00,0,1,17.22,35,9.998,2,1,9
4/23/2014 23:00,0,1,17.22,35,9.998,2,1,6
4/24/2014 00:00,0,1,16.4,37,16.9979,2,1,4
4/24/2014 01:00,0,1,14.76,46,9.998,2,1,2
4/24/2014 02:00,0,1,13.94,49,9.998,2,1,2
4/24/2014 03:00,0,1,13.94,61,7.0014,2,1,2
4/24/2014 04:00,0,1,13.94,53,5.9981,2,2,1
4/24/2014 05:00,0,1,13.94,53,7.0014,2,2,2
4/24/2014 06:00,0,1,13.12,57,7.0014,2,1,5
4/24/2014 07:00,0,1,13.94,61,13.0013,2,1,17
4/24/2014 08:00,0,1,15.58,46,7.0014,2,1,30
4/24/2014 09:00,0,1,17.22,41,7.0014,2,1,18
4/24/2014 10:00,0,1,18.04,38,9.998,2,1,12
4/24/2014 11:00,0,1,18.86,36,5.9981,2,1,12
4/24/2014 12:00,0,1,20.5,31,0,2,1,7
4/24/2014 13:00,0,1,21.32,27,19.0012,2,1,22
4/24/2014 14:00,0,1,21.32,27,0,2,1,7
4/24/2014 15:00,0,1,22.14,28,16.9979,2,1,21
4/24/2014 16:00,0,1,22.96,26,16.9979,2,1,28
4/24/2014 17:00,0,1,22.96,24,7.0014,2,1,39
4/24/2014 18:00,0,1,22.14,26,5.9981,2,1,34
4/24/2014 19:00,0,1,22.14,24,7.0014,2,1,23
4/24/2014 20:00,0,1,20.5,29,5.9981,2,1,15
4/24/2014 21:00,0,1,20.5,36,0,2,1,4
4/24/2014 22:00,0,1,18.04,62,4.0015,2,1,10
4/24/2014 23:00,0,1,17.22,62,2.57,2,1,8
4/25/2014 00:00,0,0,16.4,58,5.9981,2,1,5
4/25/2014 01:00,0,0,16.4,58,5.9981,2,1,4
4/25/2014 02:00,0,0,15.58,66,5.9981,2,1,3
4/25/2014 03:00,0,0,14.76,66,2.57,2,1,2
4/25/2014 04:00,0,0,14.76,71,4.0015,2,1,1
4/25/2014 05:00,0,0,14.76,66,4.0015,2,1,1
4/25/2014 06:00,0,0,13.94,76,7.0014,2,1,2
4/25/2014 07:00,0,0,14.76,71,4.0015,2,1,4
4/25/2014 08:00,0,0,14.76,71,5.9981,2,1,8
4/25/2014 09:00,0,0,17.22,54,5.9981,2,1,14
4/25/2014 10:00,0,0,18.86,51,7.0014,2,1,22
4/25/2014 11:00,0,0,21.32,45,9.998,2,1,32
4/25/2014 12:00,0,0,23.78,35,16.9979,2,1,40
4/25/2014 13:00,0,0,25.42,33,20,2,1,41
4/25/2014 14:00,0,0,26.24,27,30.0026,2,2,42
4/25/2014 15:00,0,0,26.24,27,23.9994,2,2,15
4/25/2014 16:00,0,0,26.24,27,23.9994,2,2,15
4/25/2014 17:00,0,0,25.42,33,16.9979,2,2,33
4/25/2014 18:00,0,0,25.42,35,13.0013,2,2,28
4/25/2014 19:00,0,0,24.6,40,7.0014,2,2,24
4/25/2014 20:00,0,0,22.96,46,5.9981,2,2,17
4/25/2014 21:00,0,0,22.96,43,5.9981,2,2,11
4/25/2014 22:00,0,0,22.14,52,7.0014,2,2,12
4/25/2014 23:00,0,0,22.14,56,9.998,2,2,12
4/26/2014 00:00,0,0,22.14,56,9.998,2,2,8
4/26/2014 01:00,0,0,22.14,56,7.0014,2,2,6
4/26/2014 02:00,0,0,22.14,56,4.0015,2,2,4
4/26/2014 03:00,0,0,21.32,59,5.9981,2,2,3
4/26/2014 04:00,0,0,22.14,52,0,2,2,1
4/26/2014 05:00,0,0,20.5,68,7.0014,2,1,1
4/26/2014 06:00,0,0,20.5,63,5.9981,2,1,1
4/26/2014 07:00,0,0,20.5,63,4.0015,2,1,3
4/26/2014 08:00,0,0,21.32,59,0,2,1,2
4/26/2014 09:00,0,0,22.14,56,13.0013,2,1,15
4/26/2014 10:00,0,0,23.78,53,13.0013,2,1,25
4/26/2014 11:00,0,0,25.42,46,20,2,1,32
4/26/2014 12:00,0,0,26.24,44,19.0012,2,1,38
4/26/2014 13:00,0,0,27.06,44,19.0012,2,1,41
4/26/2014 14:00,0,0,28.7,39,19.0012,2,1,38
4/26/2014 15:00,0,0,28.7,39,26.0027,2,1,36
4/26/2014 16:00,0,0,29.52,39,23.9994,2,1,15
4/26/2014 17:00,0,0,28.7,42,22.0028,2,1,38
4/26/2014 18:00,0,0,28.7,42,16.9979,2,1,28
4/26/2014 19:00,0,0,28.7,42,16.9979,2,1,23
4/26/2014 20:00,0,0,26.24,50,13.0013,2,1,17
4/26/2014 21:00,0,0,25.42,57,16.9979,2,1,14
4/26/2014 22:00,0,0,27.88,44,23.9994,2,1,15
4/26/2014 23:00,0,0,27.06,50,26.0027,2,1,6
4/27/2014 00:00,1,0,26.24,53,22.0028,2,1,3
4/27/2014 01:00,1,0,25.42,61,23.9994,2,1,15
4/27/2014 02:00,1,0,24.6,64,16.9979,2,1,2
4/27/2014 03:00,1,0,23.78,68,9.998,2,1,1
4/27/2014 04:00,1,0,22.14,77,13.0013,2,1,1
4/27/2014 05:00,1,0,22.14,77,13.0013,2,1,3
4/27/2014 06:00,1,0,21.32,83,7.0014,2,1,8
4/27/2014 07:00,1,0,21.32,83,5.9981,2,1,20
4/27/2014 08:00,1,0,22.96,83,7.0014,2,2,32
4/27/2014 09:00,1,0,25.42,69,13.0013,2,1,17
4/27/2014 10:00,1,0,25.42,69,16.9979,2,1,14
4/27/2014 11:00,1,0,26.24,65,16.9979,2,1,16
4/27/2014 12:00,1,0,27.88,57,16.9979,2,1,17
4/27/2014 13:00,1,0,30.34,45,20,2,1,17
4/27/2014 14:00,1,0,31.16,45,22.0028,2,1,18
4/27/2014 15:00,1,0,32.8,33,30.0026,2,1,18
4/27/2014 16:00,1,0,32.8,33,31.0009,2,1,24
4/27/2014 17:00,1,0,32.8,33,26.0027,2,1,42
4/27/2014 18:00,1,0,32.8,31,26.0027,2,1,40
4/27/2014 19:00,1,0,31.16,35,26.0027,2,1,31
4/27/2014 20:00,1,0,30.34,37,20,2,1,23
4/27/2014 21:00,1,0,27.88,51,16.9979,2,1,17
4/27/2014 22:00,1,0,27.88,51,16.9979,2,1,13
4/27/2014 23:00,1,0,28.7,45,20,2,1,8
4/28/2014 00:00,0,1,27.06,54,9.998,2,1,3
4/28/2014 01:00,0,1,26.24,57,7.0014,2,1,2
4/28/2014 02:00,0,1,22.96,83,4.0015,2,1,1
4/28/2014 03:00,0,1,22.96,83,2.57,2,1,1
4/28/2014 04:00,0,1,27.06,44,13.0013,2,1,1
4/28/2014 05:00,0,1,24.6,53,16.9979,2,1,2
4/28/2014 06:00,0,1,24.6,46,16.9979,2,1,9
4/28/2014 07:00,0,1,24.6,43,16.9979,2,1,28
4/28/2014 08:00,0,1,24.6,43,13.0013,2,1,39
4/28/2014 09:00,0,1,24.6,38,32.9975,2,1,27
4/28/2014 10:00,0,1,24.6,38,27.9993,2,1,14
4/28/2014 11:00,0,1,24.6,33,27.9993,2,1,15
4/28/2014 12:00,0,1,24.6,33,23.9994,2,1,15
